,dimension,birth,death
0,2,6.818309406665349,6.835848212090166
1,1,5.128435588441844,9.139955133565117
2,1,6.022312287836692,7.282019479116046
3,1,5.024148243058325,6.029239941153117
4,1,5.9351507942606565,6.817721100383041
5,1,5.872799808425953,6.124456800241346
6,1,8.242143883786605,8.356807566792657
7,1,8.013181542587281,8.109673542913052
8,0,0.0,inf
9,0,0.0,5.456715964135897
10,0,0.0,5.109842372029144
11,0,0.0,4.857860729313409
12,0,0.0,4.847841228187604
13,0,0.0,4.843275691716979
14,0,0.0,4.8246317590505585
15,0,0.0,4.657198022840081
16,0,0.0,4.419659952301943
17,0,0.0,4.336550250853069
18,0,0.0,4.314322834265766
19,0,0.0,4.292406856986024
20,0,0.0,4.234237113838638
21,0,0.0,4.026531725850714
22,0,0.0,3.8957755837761496
23,0,0.0,3.8047726477379356
24,0,0.0,3.683999971011614
25,0,0.0,3.6143714704620367
26,0,0.0,3.440924840684231
27,0,0.0,3.124351113463327
28,0,0.0,2.944209829441517
29,0,0.0,2.8456936741171504
30,0,0.0,2.780958618851184
31,0,0.0,2.695910503246181
32,0,0.0,2.653524017429945
33,0,0.0,2.5785757295188825
34,0,0.0,2.428619351342912
35,0,0.0,2.3927935866235064
36,0,0.0,2.2448080938470745
37,0,0.0,2.2420163543497003
