,dimension,birth,death
167,0,0.0,1.3436068353924733
168,0,0.0,1.342269036246308
169,0,0.0,1.3370246402158412
170,0,0.0,1.314010040687117
171,0,0.0,1.310742190820573
172,0,0.0,1.2963391799705581
173,0,0.0,1.2740524739466146
174,0,0.0,1.2586943542510707
175,0,0.0,1.2577195446284464
176,0,0.0,1.2528482116478203
177,0,0.0,1.2482070729786332
178,0,0.0,1.2443020886328047
179,0,0.0,1.223832415370586
180,0,0.0,1.2218617200829616
181,0,0.0,1.219537524657132
182,0,0.0,1.2162094269782877
183,0,0.0,1.2148016335178782
184,0,0.0,1.2054963237666776
185,0,0.0,1.1798703354219342
186,0,0.0,1.1736983144663893
187,0,0.0,1.1708764374610325
188,0,0.0,1.1634278095206139
189,0,0.0,1.1573597046637598
190,0,0.0,1.1549261119189913
191,0,0.0,1.140646149821707
192,0,0.0,1.138961754680688
193,0,0.0,1.1305414260380704
194,0,0.0,1.119018057889332
195,0,0.0,1.0773222569201104
196,0,0.0,1.0619159917975194
197,0,0.0,1.0578675070740169
198,0,0.0,1.0571577821602496
199,0,0.0,1.0569697576331911
200,0,0.0,1.0491721243077445
201,0,0.0,1.0286460931155224
202,0,0.0,1.0244848582395212
203,0,0.0,1.0203543420335566
204,0,0.0,1.0175456267547809
205,0,0.0,1.0061013253421507
206,0,0.0,0.9958000858135202
207,0,0.0,0.9846880181470371
208,0,0.0,0.9810759867647897
209,0,0.0,0.9790439822383581
210,0,0.0,0.9751764872558972
211,0,0.0,0.9652076462114064
212,0,0.0,0.9551896030253763
213,0,0.0,0.9551375873297419
214,0,0.0,0.937208019540511
215,0,0.0,0.9231932454413415
216,0,0.0,0.9208248351843857
217,0,0.0,0.9196236055530508
218,0,0.0,0.9015175775667924
219,0,0.0,0.9014187719437956
220,0,0.0,0.8945400742796739
221,0,0.0,0.8937537675769399
222,0,0.0,0.8920918169090448
223,0,0.0,0.8782658046633295
224,0,0.0,0.8782165409250676
225,0,0.0,0.8691292970332599
226,0,0.0,0.8644519673634474
227,0,0.0,0.8565068568304864
228,0,0.0,0.8491235114400102
229,0,0.0,0.8269917206474674
230,0,0.0,0.8256382983354784
231,0,0.0,0.8181004188613614
232,0,0.0,0.8171921513583736
233,0,0.0,0.7917870793116136
234,0,0.0,0.7681548110172256
235,0,0.0,0.7616393505288485
236,0,0.0,0.7531473957057566
237,0,0.0,0.7448807394608306
238,0,0.0,0.7386722572972237
239,0,0.0,0.7375528007088962
240,0,0.0,0.7358514697172021
241,0,0.0,0.7254581212754344
242,0,0.0,0.7187734726481977
243,0,0.0,0.7060200437833583
244,0,0.0,0.6790297658010991
245,0,0.0,0.6715664497759755
246,0,0.0,0.6559440282169355
247,0,0.0,0.6548665562973921
248,0,0.0,0.6261531929186646
249,0,0.0,0.6253210355221778
250,0,0.0,0.6027199068129173
251,0,0.0,0.5968331858846792
252,0,0.0,0.5882151660395778
253,0,0.0,0.5859805297427985
254,0,0.0,0.55838935877685
255,0,0.0,0.5559176843568632
256,0,0.0,0.5499463279169445
257,0,0.0,0.5444288129993892
258,0,0.0,0.5430818120772367
259,0,0.0,0.5354115960795661
260,0,0.0,0.5186719457118867
261,0,0.0,0.517591261852109
262,0,0.0,0.5131418576667752
263,0,0.0,0.5066129338483172
264,0,0.0,0.4731921661761519
265,0,0.0,0.4419746469566029
266,0,0.0,0.37122912254833923
267,0,0.0,0.36357505622132785
268,0,0.0,0.34670259680594395
269,0,0.0,0.31314905236689927
270,0,0.0,0.30627539614828664
271,0,0.0,0.30512868955690964
272,0,0.0,0.27658837785382395
273,0,0.0,0.18283120652877188
