,dimension,birth,death
129,1,2.925428302013238,2.946087728598984
130,1,2.258642778654735,2.277042901444408
131,1,3.5338356859160647,3.550399651904384
132,1,2.942799187464324,2.9591727319603547
133,1,3.325503732566335,3.341824227029153
134,1,4.573570377613619,4.583234369494292
135,1,2.978127633009368,2.9876036325624487
136,0,0.0,inf
137,0,0.0,3.99823817350726
138,0,0.0,3.209649021634749
139,0,0.0,2.890073845775385
140,0,0.0,2.8392569878868583
141,0,0.0,2.822867579197942
142,0,0.0,2.7959720231445147
143,0,0.0,2.7474443673395292
144,0,0.0,2.7185337448075457
145,0,0.0,2.6689636430050454
146,0,0.0,2.6285633045106094
147,0,0.0,2.6018525095567986
148,0,0.0,2.601785292599472
149,0,0.0,2.589326862245026
150,0,0.0,2.526523881570218
151,0,0.0,2.499312519808319
152,0,0.0,2.4718917460180503
153,0,0.0,2.449750800312551
154,0,0.0,2.3273063700231695
155,0,0.0,2.303414992451245
156,0,0.0,2.279115856732014
157,0,0.0,2.2502301098031454
158,0,0.0,2.239677705979581
159,0,0.0,2.232443492767947
160,0,0.0,2.22422048236459
161,0,0.0,2.221536785609637
162,0,0.0,2.21556984140123
163,0,0.0,2.205902397260073
164,0,0.0,2.20119711971253
165,0,0.0,2.190701100512425
166,0,0.0,2.1760469608814454
167,0,0.0,2.170506277082242
168,0,0.0,2.168833655838026
169,0,0.0,2.1651600930801873
170,0,0.0,2.1584028481938113
171,0,0.0,2.1509280427545607
172,0,0.0,2.1364864614366956
173,0,0.0,2.124110397586877
174,0,0.0,2.1194086789478264
175,0,0.0,2.111813672068471
176,0,0.0,2.10955793024775
177,0,0.0,2.1092504664573295
178,0,0.0,2.1020257905872595
179,0,0.0,2.082478705478761
180,0,0.0,2.0750781685084405
181,0,0.0,2.0716632469451697
182,0,0.0,2.0562391153076103
183,0,0.0,2.046567742720179
184,0,0.0,2.045114835987241
185,0,0.0,2.0380288647535343
186,0,0.0,2.036228941578931
187,0,0.0,2.032424353958004
188,0,0.0,2.025934055994135
189,0,0.0,2.015434897402473
190,0,0.0,2.015413526132229
191,0,0.0,2.0126548117746044
192,0,0.0,2.0005117696406858
193,0,0.0,1.9978862829079675
194,0,0.0,1.9909091335851004
195,0,0.0,1.9901910091412174
196,0,0.0,1.9833181818739014
197,0,0.0,1.963932251063027
198,0,0.0,1.9589442170929923
199,0,0.0,1.9376438860261316
200,0,0.0,1.9304910613557116
201,0,0.0,1.9104812833303453
202,0,0.0,1.9094956610293488
203,0,0.0,1.90714097566016
204,0,0.0,1.9011601123954016
205,0,0.0,1.8968047853487982
206,0,0.0,1.8956058354244871
207,0,0.0,1.8935008094635724
208,0,0.0,1.8816517866407605
209,0,0.0,1.8694132960395626
210,0,0.0,1.8599668707724746
211,0,0.0,1.843477284774695
212,0,0.0,1.8393502839102762
213,0,0.0,1.8341782359387475
214,0,0.0,1.8336327151240546
215,0,0.0,1.832092771620743
216,0,0.0,1.8295501875102422
217,0,0.0,1.8089633626965635
218,0,0.0,1.8043843146764205
219,0,0.0,1.8037030753168233
220,0,0.0,1.80156968481076
221,0,0.0,1.7961631990107223
222,0,0.0,1.7941675453175572
223,0,0.0,1.7899607941634328
224,0,0.0,1.7812274149177925
225,0,0.0,1.7779093179637333
226,0,0.0,1.7644066119072301
227,0,0.0,1.7615413289727406
228,0,0.0,1.758964709222167
229,0,0.0,1.7531136169763741
230,0,0.0,1.7509733347521965
231,0,0.0,1.7414331026815986
232,0,0.0,1.740216850364177
233,0,0.0,1.7383102870755431
234,0,0.0,1.7302796773397455
235,0,0.0,1.7273418894305241
236,0,0.0,1.7245412979365715
237,0,0.0,1.7233288378687546
238,0,0.0,1.7232939211158336
239,0,0.0,1.7231376557981855
240,0,0.0,1.7224444783588042
241,0,0.0,1.7166279999421115
242,0,0.0,1.714855388146471
243,0,0.0,1.6974446696855767
244,0,0.0,1.6946793172129873
245,0,0.0,1.6914031298937788
246,0,0.0,1.6908920388811328
247,0,0.0,1.6810496096574725
248,0,0.0,1.6611664163684903
249,0,0.0,1.6552767899874379
250,0,0.0,1.648689913883596
251,0,0.0,1.6322018559082359
252,0,0.0,1.6280469005059794
253,0,0.0,1.6212923769477396
254,0,0.0,1.6210297946865422
255,0,0.0,1.602202692610512
256,0,0.0,1.6016641672446765
257,0,0.0,1.598013395570446
258,0,0.0,1.592478592013533
259,0,0.0,1.5804686445304785
260,0,0.0,1.5693873329430672
261,0,0.0,1.544088389981562
262,0,0.0,1.5439714397906605
263,0,0.0,1.5357066428559212
264,0,0.0,1.52813689176978
265,0,0.0,1.51204561657302
266,0,0.0,1.4917091626650143
267,0,0.0,1.4882634113380422
268,0,0.0,1.4827581972246748
269,0,0.0,1.482375552201116
270,0,0.0,1.4818733540137308
271,0,0.0,1.4721414118064529
272,0,0.0,1.4481843105971066
273,0,0.0,1.4468458973152867
274,0,0.0,1.4391929257926128
275,0,0.0,1.4355756394866748
276,0,0.0,1.4348933341760426
277,0,0.0,1.4275967536156395
278,0,0.0,1.4199580905904803
279,0,0.0,1.4090191559659782
280,0,0.0,1.4022322751343939
281,0,0.0,1.3965707950049322
282,0,0.0,1.388580873151951
283,0,0.0,1.3754942000394312
284,0,0.0,1.3731007398319932
285,0,0.0,1.3674217955528303
286,0,0.0,1.3545791617386473
287,0,0.0,1.3544751643377737
288,0,0.0,1.3522297472049327
289,0,0.0,1.3233755753204375
290,0,0.0,1.3181693174156188
291,0,0.0,1.317586399601083
292,0,0.0,1.3173312043308447
293,0,0.0,1.3088312828440323
294,0,0.0,1.3019653884289062
295,0,0.0,1.298697632633742
296,0,0.0,1.2879991152155277
297,0,0.0,1.2767719558893282
298,0,0.0,1.2586314119473079
299,0,0.0,1.2524953513733987
300,0,0.0,1.2422121744009422
301,0,0.0,1.231335907044123
302,0,0.0,1.218952193864779
303,0,0.0,1.2123145448949797
304,0,0.0,1.1900368021521228
305,0,0.0,1.1832998194268955
306,0,0.0,1.1827028261434185
307,0,0.0,1.1441067470620998
308,0,0.0,1.1403615079938711
309,0,0.0,1.1323678648995539
310,0,0.0,1.1077291456715344
311,0,0.0,1.1049047543363542
312,0,0.0,1.1045239907414706
313,0,0.0,1.0879694475852024
314,0,0.0,1.078715704310425
315,0,0.0,1.0745919756673523
316,0,0.0,1.045844707068605
317,0,0.0,1.044533409528097
318,0,0.0,1.0259249963410773
319,0,0.0,1.0136120635379156
320,0,0.0,1.002465316546444
321,0,0.0,0.9944322125065835
322,0,0.0,0.9648233798770688
323,0,0.0,0.947352562861617
324,0,0.0,0.9342822796684332
325,0,0.0,0.9324365772966287
326,0,0.0,0.8942100659136479
327,0,0.0,0.8920764418631083
328,0,0.0,0.8352070013327189
329,0,0.0,0.8002065810425514
330,0,0.0,0.7941246905580235
331,0,0.0,0.779825819493417
332,0,0.0,0.701161504701005
333,0,0.0,0.6580874710271767
334,0,0.0,0.6493773862192185
335,0,0.0,0.5056353182015974
