,dimension,birth,death
0,2,4.596254526767737,9.987122994328384
1,1,2.1405710173825234,4.2094347858560495
2,1,2.371387829540161,4.260339933132016
3,1,2.122871366144453,4.001381882602265
4,1,2.157544201565941,3.9137907897562485
5,1,2.204044232589691,3.9586648369736595
6,1,2.1695342044726966,3.7746734055559137
7,1,1.7569799873613665,3.262584960948556
8,1,2.822340848496296,3.8953451584109358
9,1,2.027338271576082,3.097241700393208
10,1,2.346639041352309,3.3820037538591485
11,1,2.5402697947987463,3.488610083575793
12,1,2.5950918499218147,3.518381536485287
13,1,1.734226847598914,2.6163054439790483
14,1,2.3444666190206176,3.215590987010122
15,1,2.2538964282265583,3.0319537977388706
16,1,2.123887065242048,2.865412100884678
17,1,2.0380881106424775,2.6888667416286283
18,1,2.2770225126084416,2.8518918501363304
19,1,2.4997656408582323,3.0700259017071825
20,1,2.6315767099769016,3.1856407789314956
21,1,2.3192064672199497,2.835691319811456
22,1,2.209438536390483,2.694452213366675
23,1,1.8375368824260652,2.3177820754097733
24,1,1.7942679124048007,2.2503748000742543
25,1,2.6140172705467943,3.037679386775451
26,1,2.4451471967375795,2.8506836296970284
27,1,1.8275501294931897,2.1894698378787854
28,1,3.21941823480037,3.5586634305659177
29,1,2.1484530752910196,2.4778741208988073
30,1,1.778741325489275,2.099834485357085
31,1,2.444602566439064,2.755676829165703
32,1,1.981793930879858,2.263767908295226
33,1,1.7886077896653962,2.012949198575846
34,1,2.3380625934199317,2.5340987379936064
35,1,1.5456005058814042,1.7294459346713593
36,1,2.8160815436972673,2.995033756321167
37,1,1.8220652510704318,1.9870475722117082
38,1,2.0747615329548244,2.2211030302152555
39,1,3.09638784086845,3.241956908243569
40,1,1.0092565756718879,1.1367435510268447
41,1,2.327194268283512,2.4456300363942396
42,1,0.7279836103370115,0.837951374325761
43,1,3.0411166529832525,3.137294065853646
44,1,2.834322050599441,2.9281148336946536
45,1,2.044448543209722,2.122161496741962
46,1,2.8684869699818387,2.9366955307094074
47,1,1.899699299339685,1.9648717627832823
48,1,2.2070194734813335,2.255229041314062
49,1,2.2070130872422236,2.248505287092037
50,1,2.3201452374131755,2.342826998510426
